listing_id,body_type,city,latitude,longitude,main_picture_url,transmission,theft_title,vehicle_damage_category,power,isCab,fleet
267851179,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/05/18/18/53/2020_land_rover_discovery-pic-5183317277987112101-152x114.jpeg,A,,,"340 hp @ 6,500 RPM",,
276992510,SUV / Crossover,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/19/17/23/2018_chevrolet_equinox-pic-3624468688227105743-152x114.jpeg,A,FALSE,,,FALSE,FALSE
244110434,Sedan,Bayamon,18.3988,-66.1582,https://static.cargurus.com/images/forsale/2019/03/12/18/31/2019_mazda_mazda3-pic-1983099373413421118-152x114.jpeg,A,,,"186 hp @ 6,000 RPM",,
276184104,Pickup Truck,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/16/14/2017_chevrolet_silverado_1500-pic-5245275245585246597-152x114.jpeg,A,FALSE,,"355 hp @ 5,600 RPM",FALSE,FALSE
275458788,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/07/19/10/04/2020_land_rover_range_rover_evoque-pic-2968319851914370505-152x114.jpeg,A,,,"246 hp @ 5,500 RPM",,
279826467,Sedan,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/27/23/26/2019_kia_optima-pic-4872863299400192213-152x114.jpeg,A,FALSE,,"185 hp @ 6,000 RPM",TRUE,TRUE
281167615,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/09/05/01/05/2016_ford_explorer-pic-7889699946477143525-152x114.jpeg,A,FALSE,,"365 hp @ 5,500 RPM",FALSE,FALSE
278345327,SUV / Crossover,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2019_chevrolet_equinox-pic-4026365088387195561-152x114.jpeg,A,FALSE,,,FALSE,FALSE
244110437,Sedan,Bayamon,18.3988,-66.1582,https://static.cargurus.com/images/forsale/2019/03/09/17/19/2019_mazda_mazda3-pic-2527906968295894598-152x114.jpeg,A,,,"186 hp @ 6,000 RPM",,
263382385,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/01/16/10/53/2018_lincoln_navigator-pic-6382639275645801526-152x114.jpeg,A,FALSE,,"450 hp @ 5,500 RPM",FALSE,FALSE
280651996,Wagon,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/09/04/01/03/2018_subaru_outback-pic-1117708991633797889-152x114.jpeg,CVT,FALSE,,"175 hp @ 5,800 RPM",FALSE,FALSE
279775078,Sedan,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/24/18/37/2015_bmw_4_series-pic-238399439662339206-152x114.jpeg,A,FALSE,,"300 hp @ 5,800 RPM",FALSE,FALSE
267851177,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-2504520413415475354-152x114.jpeg,A,,,"246 hp @ 5,500 RPM",,
275894459,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/07/17/23/20/2019_jeep_grand_cherokee-pic-7973359230835938950-152x114.jpeg,A,FALSE,,"360 hp @ 5,150 RPM",FALSE,FALSE
263868322,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/05/18/18/53/2020_land_rover_discovery-pic-3053884921579822911-152x114.jpeg,A,,,"254 hp @ 3,750 RPM",,
276473398,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/07/18/04/43/2018_mercedes-benz_gle-class-pic-5986839950532255829-152x114.jpeg,A,FALSE,,"385 hp @ 5,500 RPM",FALSE,FALSE
280196808,SUV / Crossover,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/09/01/07/17/2016_cadillac_escalade-pic-8987276558705337801-152x114.jpeg,A,FALSE,,"420 hp @ 5,600 RPM",FALSE,FALSE
244110441,Sedan,Bayamon,18.3988,-66.1582,https://static.cargurus.com/images/forsale/2019/03/09/17/19/2019_mazda_mazda3-pic-5405522620808938421-152x114.jpeg,A,,,"186 hp @ 6,000 RPM",,
280451803,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2019/11/14/20/21/2020_land_rover_range_rover_velar-pic-9143785940133103069-152x114.jpeg,A,,,"380 hp @ 6,500 RPM",,
279398717,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/08/14/23/26/2020_land_rover_range_rover_evoque-pic-3956449492843232716-152x114.jpeg,A,,,"246 hp @ 5,500 RPM",,
280096675,SUV / Crossover,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/22/23/29/2017_hyundai_tucson-pic-6077837270597733498-152x114.jpeg,A,FALSE,,"164 hp @ 6,200 RPM",FALSE,FALSE
276554019,SUV / Crossover,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/16/47/2017_chevrolet_traverse-pic-5014645884281059158-152x114.jpeg,A,FALSE,,"281 hp @ 6,300 RPM",FALSE,FALSE
276152210,Coupe,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2017_bmw_2_series-pic-3323816727447329812-152x114.jpeg,A,FALSE,,"248 hp @ 5,200 RPM",FALSE,FALSE
280993626,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/09/03/20/28/2015_jeep_grand_cherokee-pic-4521773707492557396-152x114.jpeg,A,FALSE,,"360 hp @ 5,150 RPM",FALSE,FALSE
276419742,Minivan,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/07/18/04/43/2017_chrysler_pacifica-pic-246979116016166985-152x114.jpeg,A,FALSE,,"287 hp @ 6,400 RPM",FALSE,FALSE
278935762,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/23/04/36/2014_nissan_rogue-pic-8715299428121495474-152x114.jpeg,CVT,FALSE,,"170 hp @ 6,000 RPM",FALSE,FALSE
254868751,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/05/18/22/57/2020_land_rover_discovery_sport-pic-481170799346495334-152x114.jpeg,A,FALSE,,"246 hp @ 5,500 RPM",FALSE,FALSE
262789832,SUV / Crossover,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/07/24/00/17/2018_chevrolet_suburban-pic-4115911793892097780-152x114.jpeg,A,FALSE,,"355 hp @ 5,600 RPM",TRUE,TRUE
277038005,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/07/22/23/16/2016_jeep_compass-pic-5371904219618384187-152x114.jpeg,A,FALSE,,"172 hp @ 6,000 RPM",FALSE,FALSE
244110446,Sedan,Bayamon,18.3988,-66.1582,https://static.cargurus.com/images/forsale/2019/03/19/18/19/2019_mazda_mazda3-pic-9197907815749041716-152x114.jpeg,A,,,"186 hp @ 6,000 RPM",,
263037608,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-7818507715354694284-152x114.jpeg,A,FALSE,,"246 hp @ 5,500 RPM",FALSE,FALSE
278438795,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/09/01/18/49/2019_jeep_renegade-pic-6457139498584410516-152x114.jpeg,A,FALSE,,"177 hp @ 5,750 RPM",FALSE,FALSE
273383792,Coupe,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/13/28/2017_chevrolet_camaro-pic-6919620535285926559-152x114.jpeg,M,FALSE,,"335 hp @ 6,800 RPM",FALSE,FALSE
281160863,Sedan,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/09/05/01/05/2014_chevrolet_cruze-pic-8589451743725399566-152x114.jpeg,A,FALSE,,"138 hp @ 4,900 RPM",FALSE,FALSE
275004304,SUV / Crossover,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/14/57/2018_chevrolet_trax-pic-542929744879755133-152x114.jpeg,A,FALSE,,"138 hp @ 4,900 RPM",FALSE,FALSE
277038004,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2018_audi_sq5-pic-6714428407983026406-152x114.jpeg,A,FALSE,,"354 hp @ 5,400 RPM",FALSE,FALSE
279794912,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2019/11/14/20/13/2020_land_rover_range_rover_sport-pic-4115886702534477632-152x114.jpeg,A,,,"395 hp @ 5,500 RPM",,
281290570,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/09/04/01/43/2020_land_rover_range_rover_sport-pic-4081939059691931665-152x114.jpeg,A,,,"398 hp @ 5,500 RPM",,
279129188,Hatchback,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/15/23/06/2017_chevrolet_cruze-pic-6799630882698755551-152x114.jpeg,A,FALSE,,"153 hp @ 5,600 RPM",FALSE,FALSE
259875977,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/07/04/09/52/2020_jaguar_e-pace-pic-1429412579813956114-152x114.jpeg,A,FALSE,,"246 hp @ 5,500 RPM",FALSE,FALSE
244110455,Sedan,Bayamon,18.3988,-66.1582,https://static.cargurus.com/images/forsale/2019/03/09/17/19/2019_mazda_mazda3-pic-5405522620808938421-152x114.jpeg,A,,,"186 hp @ 6,000 RPM",,
277870323,SUV / Crossover,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2019_chevrolet_equinox-pic-5274474457985220563-152x114.jpeg,A,FALSE,,,FALSE,FALSE
275894461,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/07/17/23/20/2017_dodge_durango-pic-5527871162556008046-152x114.jpeg,A,FALSE,,"360 hp @ 5,150 RPM",FALSE,FALSE
278438779,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/19/20/57/2016_jeep_wrangler_unlimited-pic-9185663083093952485-152x114.jpeg,A,FALSE,,"285 hp @ 6,400 RPM",FALSE,FALSE
261029450,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/05/15/18/25/2020_land_rover_range_rover_evoque-pic-6592045653604634277-152x114.jpeg,A,,,"296 hp @ 5,500 RPM",,
280096673,SUV / Crossover,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/09/05/00/51/2017_chevrolet_traverse-pic-33725445009669387-152x114.jpeg,A,FALSE,,"281 hp @ 6,300 RPM",FALSE,FALSE
244955514,Sedan,Bayamon,18.3988,-66.1582,https://static.cargurus.com/images/forsale/2019/03/09/17/19/2019_mazda_mazda3-pic-2527906968295894598-152x114.jpeg,A,,,"186 hp @ 6,000 RPM",,
277870319,Pickup Truck,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2017_chevrolet_silverado_1500-pic-2498368438705646964-152x114.jpeg,A,FALSE,,"355 hp @ 5,600 RPM",FALSE,FALSE
278935760,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/23/04/36/2014_jeep_grand_cherokee-pic-2973076163674773073-152x114.jpeg,A,FALSE,,"290 hp @ 6,400 RPM",FALSE,FALSE
280243424,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/25/06/39/2017_dodge_durango-pic-9055154573226204231-152x114.jpeg,A,FALSE,,"295 hp @ 6,400 RPM",FALSE,FALSE
278527407,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/24/18/14/2017_jeep_wrangler_unlimited-pic-8220237744585639146-152x114.jpeg,A,FALSE,,"285 hp @ 6,400 RPM",FALSE,FALSE
267851181,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/05/18/18/53/2020_land_rover_discovery-pic-7730178296967351429-152x114.jpeg,A,,,"340 hp @ 6,500 RPM",,
279398712,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2019/11/14/20/13/2020_land_rover_range_rover_sport-pic-6342861890367198538-152x114.jpeg,A,,,"395 hp @ 5,500 RPM",,
278451692,SUV / Crossover,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2019_cadillac_xt4-pic-7880766388825624110-152x114.jpeg,A,FALSE,,"237 hp @ 5,000 RPM",FALSE,FALSE
281290574,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/05/30/18/11/2020_land_rover_range_rover_sport-pic-3020140184748193689-152x114.jpeg,A,,,"398 hp @ 5,500 RPM",,
279380801,Sedan,Bronx,40.8847,-73.8317,https://d28oohqmlmgnr6.cloudfront.net/ad/92/9a/97-9a84-4b77-8256-1ac109e683d4/image-1.jpg,CVT,FALSE,,"300 hp @ 6,400 RPM",TRUE,TRUE
267851170,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/05/19/19/28/2020_land_rover_discovery-pic-6531036355935673323-152x114.jpeg,A,,,"340 hp @ 6,500 RPM",,
280017020,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/22/18/59/2017_jeep_grand_cherokee-pic-4686595198710486782-152x114.jpeg,A,FALSE,,"360 hp @ 5,150 RPM",FALSE,FALSE
278527411,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/24/04/33/2017_mercedes-benz_glc-class-pic-7355617301415694498-152x114.jpeg,A,FALSE,,"241 hp @ 5,550 RPM",FALSE,FALSE
274782570,SUV / Crossover,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/07/28/00/14/2017_chevrolet_traverse-pic-5745976959105043945-152x114.jpeg,A,FALSE,,"281 hp @ 6,300 RPM",TRUE,TRUE
277936340,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2018_jeep_cherokee-pic-173650165926941131-152x114.jpeg,A,FALSE,,"271 hp @ 6,500 RPM",FALSE,FALSE
276184105,Pickup Truck,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/16/14/2017_chevrolet_silverado_1500-pic-9205970136525365085-152x114.jpeg,A,FALSE,,"355 hp @ 5,600 RPM",FALSE,FALSE
244955520,Sedan,Bayamon,18.3988,-66.1582,https://static.cargurus.com/images/forsale/2019/03/12/18/31/2019_mazda_mazda3-pic-1983099373413421118-152x114.jpeg,A,,,"186 hp @ 6,000 RPM",,
278935759,Sedan,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/24/18/14/2012_mercedes-benz_c-class-pic-1957669655903527667-152x114.jpeg,A,FALSE,,,FALSE,TRUE
280228434,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/27/23/49/2015_chevrolet_traverse-pic-5930522895136700182-152x114.jpeg,A,FALSE,,"288 hp @ 6,300 RPM",FALSE,FALSE
266911052,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/05/18/20/55/2020_land_rover_discovery_sport-pic-6630111727514789364-152x114.jpeg,A,,,"286 hp @ 5,500 RPM",,
276992507,Coupe,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2018_chevrolet_camaro-pic-2692259290352698127-152x114.jpeg,A,FALSE,,"455 hp @ 6,000 RPM",FALSE,FALSE
247331160,Hatchback,Bayamon,18.3988,-66.1582,https://static.cargurus.com/images/forsale/2019/03/18/18/18/2019_mazda_mazda3-pic-4764476465776052208-152x114.jpeg,,,,"186 hp @ 6,000 RPM",,
276394990,SUV / Crossover,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/09/05/02/48/2017_chevrolet_traverse-pic-1926828752800924798-152x114.jpeg,A,FALSE,,"281 hp @ 6,300 RPM",FALSE,FALSE
267851176,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/05/18/20/55/2020_land_rover_discovery-pic-6267856984129965815-152x114.jpeg,A,,,"340 hp @ 6,500 RPM",,
268609421,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/05/18/18/53/2020_land_rover_range_rover_velar-pic-3954218399145285536-152x114.jpeg,A,,,"550 hp @ 6,000 RPM",,
281290573,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/09/04/01/43/2020_land_rover_range_rover_sport-pic-1709272211117432666-152x114.jpeg,A,,,"398 hp @ 5,500 RPM",,
280226864,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/31/23/20/2017_jeep_grand_cherokee-pic-1407434383009812614-152x114.jpeg,A,FALSE,,"295 hp @ 6,400 RPM",FALSE,FALSE
279804873,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/25/05/36/2017_volkswagen_tiguan-pic-6770267932901679957-152x114.jpeg,A,FALSE,,"200 hp @ 5,100 RPM",FALSE,FALSE
278451690,SUV / Crossover,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2019_cadillac_xt4-pic-7919022175633005065-152x114.jpeg,A,FALSE,,"237 hp @ 5,000 RPM",FALSE,FALSE
253477541,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/05/18/20/55/2020_land_rover_range_rover_hybrid-pic-5491443183237139669-152x114.jpeg,A,,,"395 hp @ 5,500 RPM",,
277153337,Sedan,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2018_chevrolet_malibu-pic-3256221463785168536-152x114.jpeg,A,FALSE,,"160 hp @ 5,700 RPM",FALSE,FALSE
262942019,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/07/04/09/52/2020_jaguar_e-pace-pic-1429412579813956114-152x114.jpeg,A,FALSE,,"246 hp @ 5,500 RPM",FALSE,FALSE
241789837,Sedan,Bayamon,18.3988,-66.1582,https://static.cargurus.com/images/forsale/2018/03/30/18/52/2018_mazda_mazda6-pic-5028871785197811177-152x114.jpeg,A,,,"250 hp @ 5,000 RPM",,
281290571,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/06/13/18/06/2020_land_rover_defender-pic-7222321763999434587-152x114.jpeg,A,,,"296 hp @ 5,500 RPM",,
280468177,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/09/01/20/05/2019_jeep_compass-pic-356628306960571809-152x114.jpeg,A,FALSE,,"180 hp @ 6,400 RPM",FALSE,FALSE
274048186,Sedan,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/13/58/2017_chevrolet_cruze-pic-8615294311556325349-152x114.jpeg,A,FALSE,,"153 hp @ 5,600 RPM",FALSE,FALSE
236398909,SUV / Crossover,Bayamon,18.3988,-66.1582,https://static.cargurus.com/images/forsale/2018/11/28/17/21/2019_mazda_cx-5-pic-1526576424554803467-152x114.jpeg,A,,,"187 hp @ 6,000 RPM",,
277562167,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2017_jeep_cherokee-pic-3674233007609959698-152x114.jpeg,A,FALSE,,"271 hp @ 6,500 RPM",FALSE,FALSE
281290572,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2019/11/20/19/29/2020_land_rover_range_rover_hybrid-pic-2841892844231277435-152x114.jpeg,A,,,"395 hp @ 5,500 RPM",,
278722286,Pickup Truck,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2019_ford_f-350_super_duty-pic-8384217276532171376-152x114.jpeg,A,FALSE,,"450 hp @ 2,800 RPM",FALSE,FALSE
281553901,Pickup Truck,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/09/08/03/27/2018_chevrolet_colorado-pic-7417572012932460988-152x114.jpeg,A,FALSE,,"181 hp @ 3,400 RPM",TRUE,TRUE
279808581,SUV / Crossover,Bronx,40.8847,-73.8317,https://static.cargurus.com/images/forsale/2020/08/24/23/36/2017_nissan_pathfinder-pic-8332510847557786674-152x114.jpeg,CVT,FALSE,,"284 hp @ 6,400 RPM",FALSE,FALSE
275458771,SUV / Crossover,San Juan,18.4439,-66.0785,https://static.cargurus.com/images/forsale/2020/07/18/23/23/2020_land_rover_discovery-pic-1810278753617366579-152x114.jpeg,A,,,"340 hp @ 6,500 RPM",,
279002162,Sedan,Bay Shore,40.7333,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2017_honda_civic-pic-2259969975042363836-152x114.jpeg,CVT,FALSE,,"158 hp @ 6,500 RPM",FALSE,FALSE
